Publishing Date,Headlines,Category
12/15/2012,['KSE index rises on back of investment in cement sector'],Market
12/16/2012,['KSE index to continue bullish trend next week'],Market
12/18/2012,['KSE index down by 44.07 points on institutional profit-taking'],Market
12/19/2012,['KSE surges by 57.66 points on CSF expectations'],Market
12/21/2012,"['Growth prospects push KSE index beyond 16,900 mark']",Market
12/25/2012,['KSE-100 inches up 26 points on strong valuations'],Market
12/27/2012,"['KSE gains on investment in second, third-tier stocks']",Market
12/28/2012,['KSE down by 35.02 points on profit-taking'],Market
12/29/2012,['KSE index touches fresh high on strong valuations'],Market
12/30/2012,['KSE index to remain mixed next week'],Market
1/1/2013,"['KSE index performed well', 'KSE closes on 16,905.33 points on institutional profit-taking']",Market
1/2/2013,['KSE index down by 100 points on profit-taking'],Market
1/3/2013,['KSE index slumps by over 300 points on political volatility'],Market
1/4/2013,['KSE recovers on hopes for early resolution of political issues'],Market
1/5/2013,['Political calm shores up KSE-100 index'],Market
1/6/2013,['KSE witnesses negative trend on political uncertainty'],Market
1/8/2013,['KSE index declines due to political unrest'],Market
1/9/2013,['KSE index up by 143 points on easing political uncertainty'],Market
1/10/2013,"['KSE puts names of nine companies on defaulters’ list', 'KSE gains 96.46 points on  talks with IMF']",Market
1/11/2013,['Political uncertainty pushes KSE index down by 212.30 points'],Market
1/12/2013,['KSE index recovers over 100 points on improved political situation'],Market
1/13/2013,['KSE remains volatile amid political uncertainty'],Market
1/15/2013,['KSE index remains firm on improved political situation'],Market
1/16/2013,['KSE-100 index dives by over 500 points'],Market
1/17/2013,['KSE index recovers by 73.58 points'],Market
1/20/2013,['KSE remained volatile on uncertain political situation'],Market
1/22/2013,['KSE index gains 40 points on optimism'],Market
1/23/2013,['Institutional buying pushes KSE up by over 250 points'],Market
1/25/2013,"['KSE index touches all-time high of 17,056.36  points']",Market
1/27/2013,['KSE to witness result-based rally next week'],Market
1/29/2013,['SECP attributes KSE’s crash to political uncertainty'],Market
1/30/2013,"['KSE index touches new high of 17,172.04 points on institutional buying']",Market
1/31/2013,['KSE index further up on increased interest in telecom sector'],Market
2/1/2013,"['KSE index touches 17,242.74 points on profit-taking']",Market
2/2/2013,['KSE index up by 0.14 percent amid political uncertainty'],Market
2/3/2013,['Mixed trend to prevail at KSE next week'],Market
2/5/2013,['KSE index up by 21.84 points on investors’ interest in telecom sector'],Market
2/7/2013,['KSE index up 120.45 points on increased interest in blue-chip stocks'],Market
2/8/2013,['KSE index witnesses minor correction amid selling pressure'],Market
2/12/2013,['KSE index peaks to new high on institutional buying'],Market
2/13/2013,"['Foreigners hold 30pc of $11bn free float KSE market', 'KSE index crosses 17,600 points on foreign interest in banking shares']",Market
2/16/2013,"['KSE index hits another record high of 17,797.22 points']",Market
2/17/2013,['KSE likely to remain bullish next week'],Market
2/19/2013,['Blue-chip stocks push KSE up'],Market
2/20/2013,['KSE 100-index declines on profit-taking'],Market
2/21/2013,['KSE index recovers on improvements on political front'],Market
2/22/2013,['KSE 100-index declines by 26 points on profit-taking'],Market
2/23/2013,"['Results push KSE-100 index past 18,000 points']",Market
2/26/2013,['Profit-taking strips KSE-100 of 54 points'],Market
2/27/2013,"['Institutional buyers account for half of KSE’s market capitalisation', 'KSE index declines on political uncertainty']",Market
2/28/2013,['KSE index recovers on foreign buying'],Market
3/1/2013,['KSE index gains 92.76 points on institutional buying'],Market
3/3/2013,['Caretaker setup to have impact on KSE'],Market
3/5/2013,['KSE index shed over 50 points on technical correction'],Market
3/6/2013,['KSE index declines on political volatility'],Market
3/7/2013,"['KSE index declines by 52.87 points', 'KSE delists Syed Match']",Market
3/8/2013,['KSE index inches down on profit-taking'],Market
3/9/2013,['KSE index down 29 points on heavy selling'],Market
3/12/2013,"['Gas pipeline fears erode KSE gains', 'Joint futures trading started in KSE-30 index']",Market
3/13/2013,['KSE suspends  Goodluck'],Market
3/14/2013,['KSE index down by 112.41 points on profit-taking'],Market
3/15/2013,['KSE benchmark 100 index down by 20 points'],Market
3/16/2013,['KSE-100 index loses 76 points on heavy selling'],Market
3/19/2013,['Political uncertainty pulls down KSE index'],Market
3/20/2013,['KSE index recovers by 200 points as political tension eases'],Market
3/21/2013,['KSE benchmark index improves by more than 60 points'],Market
3/22/2013,['KSE index gains 0.9 percent on energy'],Market
3/23/2013,"['KSE-100 rises by 50 points on buying in telecom, cement stocks']",Market
3/27/2013,['KSE index declines on political uncertainty'],Market
3/28/2013,"['KSE, Unilever Pakistan squabble over share pricing', 'KSE index recovers on selection of Punjab caretaker chief minister']",Market
3/29/2013,"['KSE lists Bank Alfalah’s 5th TFC', 'Unilever, Nestle drive KSE index up by 22 points']",Market
3/30/2013,"['KSE index closes above 18,000 points on buying spree']",Market
4/2/2013,['KSE index gains 200 points on political improvements'],Market
4/3/2013,['Results expectations push KSE index to new high'],Market
4/4/2013,['KSE-100 gains 230 points on interest in blue chip stocks'],Market
4/6/2013,['KSE index rises on profit-taking'],Market
4/7/2013,['Local funds routed to KSE through foreign lands'],Market
4/9/2013,"['Select buying pushes KSE 100-index to 18,653 points']",Market
4/10/2013,"['KSE 100-index closes above 18,700 points on select buying']",Market
4/11/2013,['MCB Bank helps KSE-100 maintain record breaking spree'],Market
4/12/2013,['Pre-monetary policy rally at KSE'],Market
4/13/2013,['KSE index declines on institutional profit-selling'],Market
4/14/2013,['KSE index likely to maintain upward trend'],Market
4/16/2013,"['KSE-100 index sheds 190 points on economic, political uncertainty', 'KSE notice']",Market
4/17/2013,"['KSE notice', 'KSE index declines by 162 points on profit-taking']",Market
4/18/2013,['KSE index improves on technical correction'],Market
4/19/2013,['KSE 100-index improves on institutional buying'],Market
4/20/2013,['KSE index improves on better earnings'],Market
4/23/2013,['KSE index down by 25.66 points on selling pressure'],Market
4/24/2013,"['KSE index improves on institutional buying', 'Karachi Stock Exchange']",Market
4/25/2013,['KSE index rises on institutional buying'],Market
4/26/2013,['Institutions help shore up KSE-100 index'],Market
4/27/2013,"['KSE index surges by 32 points on better results', 'Karachi Stock Exchange']",Market
4/28/2013,['KSE likely to witness upward trend next week'],Market
4/30/2013,['KSE index down on security concerns'],Market
5/1/2013,"['KSE index closes near psychological barrier', 'Karachi Stock Exchange']",Market
5/3/2013,"['KSE proposes listing of top state-run firms', 'KSE index crosses 19,000 mark on institutional buying', 'Karachi Stock Exchange']",Market
5/4/2013,"['KSE index surges on foreign buying', 'Karachi Stock Exchange']",Market
5/5/2013,['KSE-100 index: correction expected next week'],Market
5/7/2013,"['KSE index rises to 19,256.70 points on profit-taking']",Market
5/8/2013,"['KSE index rises over political uncertainty', 'Karachi Stock Exchange']",Market
5/9/2013,"['Election certainty pushes KSE index past 19,472 points', 'Karachi Stock Exchange']",Market
5/10/2013,"['KSE-100 index continues to move upward', 'Karachi Stock Exchange']",Market
5/11/2013,['Karachi Stock Exchange'],Market
5/12/2013,['KSE may see correction after touching record high'],Market
5/14/2013,['KSE-100 index hits record high on PML-N’s win'],Market
5/15/2013,['Karachi Stock Exchange'],Market
5/16/2013,['Karachi Stock Exchange'],Market
5/17/2013,"['KSE 100-index sheds 150 points on technical correction', 'Karachi Stock Exchange']",Market
5/18/2013,"['Institutional buying pushes KSE index up by 120 points', 'Karachi Stock Exchange']",Market
5/21/2013,"['KSE index shoots up by 277 points on foreign buying', 'Karachi Stock Exchange']",Market
5/22/2013,"['KSE index breaches 21,000 points barrier', 'Karachi Stock Exchange']",Market
5/23/2013,['Karachi Stock Exchange'],Market
5/24/2013,"['KSE-100 index down by 116 points on profit-taking', 'Karachi Stock Exchange']",Market
5/25/2013,['Karachi Stock Exchange'],Market
5/26/2013,"['Post-election spike pushes KSE index to 21,283 points']",Market
5/28/2013,"['KSE suspends trading in textile stocks', 'KSE index down by 325 points on heavy selling', 'Karachi Stock Exchange']",Market
5/29/2013,['Karachi Stock Exchange'],Market
5/30/2013,['Karachi Stock Exchange'],Market
5/31/2013,"['KSE turnover reaches seven-year high', 'Karachi Stock Exchange']",Market
6/1/2013,"['Unconventional choices push KSE index to 21,823 points']",Market
6/2/2013,['KSE index to experience mixed trend next week'],Market
6/4/2013,['‘KSE averaged 30pc return for 10 years’'],Market
6/5/2013,['Institutional buying pushes KSE index up by 193 points'],Market
6/14/2013,['KSE index gains 433 points on new corporate tax rate'],Market
6/15/2013,['KSE index sheds 216 points on profit-taking'],Market
6/16/2013,['Monetary policy to determine KSE course next week'],Market
6/18/2013,['KSE sheds 325 points on correction'],Market
6/19/2013,['KSE struggles to attract investors with new products'],Market
6/22/2013,['Fall in global markets derails KSE'],Market
6/25/2013,['KSE falls 650 points amidst political uncertainty'],Market
6/26/2013,['KSE criticises income support levy'],Market
6/27/2013,['KSE sheds 108 points on profit-taking'],Market
7/3/2013,['KSE-100 surges due to positive expectations'],Market
7/4/2013,['Princely Jets plans to list at KSE'],Market
7/5/2013,['KSE gains 164 points on institutional buying'],Market
7/6/2013,"['KSE windfall bypasses small investor', 'KSE index rises by 211 points on govt-IMF deal']",Market
7/9/2013,['KSE index up by 187 points on institutional buying'],Market
7/10/2013,['KSE index up by 355 points on foreign buying'],Market
7/11/2013,"['KSE crosses 23,000-mark in intraday session']",Market
7/12/2013,['KSE index down by 237 points on profit-taking'],Market
7/13/2013,"['KSE breaches 23,000-point mark on foreign buying']",Market
7/16/2013,['KSE index up by 135 points on retail buying'],Market
7/17/2013,['KSE index slightly down on profit-taking'],Market
7/18/2013,['KSE falls 166 points on institutional selling'],Market
7/19/2013,"['‘Small KSE traders face problems in investing’', 'Investors’ interest in oil sector pushes KSE index up']",Market
7/20/2013,['KSE index rises by 314 points on institutional buying'],Market
7/21/2013,['KSE likely to continue upward rally next week'],Market
7/23/2013,['KSE index gains 229 points to hit all-time high'],Market
7/24/2013,['KSE index continues upward rally to close at record high'],Market
7/25/2013,"['Off-market transaction worth Rs 7.9bn rocks KSE', 'Foreign buying pushes KSE index up to 23,776 points']",Market
7/26/2013,['KSE index falls by 200 points on institutional selling'],Market
7/27/2013,"['Former KSE officials accused of receiving Rs50m in kickbacks', 'KSE index down by 76 points on selling pressure']",Market
7/28/2013,['KSE likely to continue upward rally next week'],Market
7/30/2013,['KSE index falls by 181 points on political uncertainty'],Market
7/31/2013,['Foreign selling pushes KSE index down by 30 points'],Market
8/1/2013,"['KSE index improves slightly, volumes remain low']",Market
8/2/2013,"['KSE’s preliminary inquiry finds no ‘wrongdoing’ in IT purchase', 'Continued correction pushes KSE index down by 221 points']",Market
8/6/2013,"['KSE index fails to maintain 23,000 points level']",Market
8/7/2013,['KSE index declines by 79 points ahead of Eid holidays'],Market
8/8/2013,['KSE index surges by 615 points on across-the-board buying'],Market
8/9/2013,['KSE trends likely to remain mixed next week'],Market
8/13/2013,['KSE index gains 200 points on across-the-board buying'],Market
8/17/2013,['KSE-100 inches down on profit-taking'],Market
8/18/2013,['KSE likely to remain positive next week'],Market
8/21/2013,['KSE index down by 113 points on selling pressure'],Market
8/22/2013,['KSE index falls by 472 points on profit-taking'],Market
8/23/2013,['Technical correction pushes KSE index down by 300 points'],Market
8/24/2013,"['KSE index remains flat at 22,714 points on profit-taking']",Market
8/25/2013,['KSE likely to show mixed trend next week'],Market
8/28/2013,['KSE index declines by 400 points on selling pressure'],Market
8/29/2013,"['Institutional presence dethroning KSE’s kings', 'Selling pressure pushes KSE index down by 287 points']",Market
8/30/2013,['KSE index falls by 22 points on selling pressure'],Market
